BUSINESS_ID,NAME,TOTAL_REVIEWS,AVG (R.STARS),,,,,,,,,
33zxFqIOe6Yg8qPXKkhUjg,Konan BBQ,267,4.539326,,,,,,,,,
ECg2k3n1y8xZps3szszlwQ,Harrah's,267,3.172285,,,,,,,,,
Z2ETYcXzj1heNfadJMKO_Q,Binkleys Kitchen & Bar,267,3.449438,,,,,,,,,
qc7AgRToxyrZwx434dSdqg,Sheraton Sand Key Resort,267,3.475655,,,,,,,,,
jt40eBF6B9G9CC0_-9wkEg,Zom Hee Chinese Restaurant,266,4.116541,,,,,,,,,
ysWG1Hwm21UWCSlc_frXBg,Bonefish Grill,266,3.567669,,,,,,,,,
i_ebZdLk-SePyN6VQYdL-g,Fattoush,266,4.578947,,,,,,,,,
wbwDE3g8j4w-TGy_E6dMSw,Cazador Grill,266,4.503759,,,,,,,,,
KAQT1EGptJDTVMTslyBdwQ,Bisbee Breakfast Club,266,3.966165,,,,,,,,,
DqVpNtgFCP47n6frh-LREA,El Paseo Mexican Restaurant,266,3.402256,,,,,,,,,
OPudeK4sPDmA1y3BB7-90w,Cielo,266,3.718045,,,,,,,,,
LizaSXXtaPjbxGtwo_rw9Q,Gnocchi,266,4.041353,,,,,,,,,
oS4DIHxzZXBh7aRIXuHkuA,Tani Sushi Bistro,266,3.120301,,,,,,,,,
mE16tq2q9kIAeI1wnPkKXQ,Ba-Dar,266,3.924812,,,,,,,,,
CPPOKMjjE3-au0BWdbC95Q,Bistro Habanero,266,4,,,,,,,,,
gwOiwfeHxBemcMV6u1dI_w,Gee's Garden Restaurant,266,3.007519,,,,,,,,,
5RsVAkDnMrcSbErS6P1eew,Cajé Coffee Roasters - Isla Vista,266,4.353383,,,,,,,,,
Nhci37qY0HPCNWc5UQul9w,9 Roses,266,4.154135,,,,,,,,,
vl4uDnmI6lM9zBcAR--84w,Deke's Bar-B-Que,266,4.274436,,,,,,,,,
B2SeIqe17wywK_a8kfrTPQ,Chopsticks Super Buffet,266,3.206767,,,,,,,,,
0VLvj_tqDWATqb9ThA-XiA,New Delhi Palace,266,3.402256,,,,,,,,,
52q3_FQ5uX43IayrQS7znQ,Carmel Christkindlmarkt,266,4.033835,,,,,,,,,
gzTpGrvPpwlRpVjQHbU_lw,4th St Bistro,266,4.338346,,,,,,,,,
jnNEkOCTFHyLB37HAzM1iQ,Hooks Sushi Bar & Thai Food,266,3.736842,,,,,,,,,
GV-e7Op4aU98xkjjoKlRhA,Modesto Tapas Bar & Restaurant,266,4.033835,,,,,,,,,
BHLryy0uhQ06Vx7Px5BvsQ,Bhan Thai - Mount Laurel,266,4.045113,,,,,,,,,
vnSfFFE5iWT7oUzG3MUx6w,The Standard At The Smith House,266,4.296992,,,,,,,,,
Wc-c_hQK4vFCl9keeVTUZw,Felix's Restaurant & Oyster Bar,266,3.469925,,,,,,,,,
bdth7r1brx9yRU7sYwF9jQ,Nippon Tei,266,4.003759,,,,,,,,,
GKcaAbGsobMVhjSFktgVsA,Beaujolais Bistro,265,4.166038,,,,,,,,,
Ud4ySJB6xQd14nMooHUnZw,Diavola Pizza,265,4.30566,,,,,,,,,
qvHtTsUYPlU7HLNkSEKSYA,Sterling Pig Brewery,265,3.573585,,,,,,,,,
VB759uLxn1xSgrIrUwDZvg,Napolese Pizzeria,265,4.086792,,,,,,,,,
ETsHfis7Dm932TS0dRjcoQ,Stone Turtle,265,4.132075,,,,,,,,,
hAZlcREMAHe0z9GbMX-Faw,Hyatt Centric French Quarter New Orleans,265,3.864151,,,,,,,,,
RVzroffkQf6P8uv4qCBh8w,Sync Exton,265,2.943396,,,,,,,,,
aZ2s_4xvwDCVIvfwI2ctEw,Ye Olde College Inn,265,2.233962,,,,,,,,,
UPD4qX0t1lm7G86mrj889w,Dim Sum & Noodle,265,4.203774,,,,,,,,,
J88JV53EPyDjj7lT0Cm9wA,Copeland's of New Orleans,265,2.875472,,,,,,,,,
MX2YGruhd0sMNHZGK7p5-Q,Bella Vista,265,3.928302,,,,,,,,,
eb4QwETR0zK4De-ar8XO6Q,Nana's Kitchen,265,3.781132,,,,,,,,,
3OOL_DXbqIMvqz_30LfJNw,Samarkand Restaurant,265,4.203774,,,,,,,,,
Vn6fOha6UZ2HGyZoAcxPkw,Savannah's Candy Kitchen,265,4.184906,,,,,,,,,
7pDoY-1hdJLdUDreEs-azg,Big Cat Rescue,265,4.543396,,,,,,,,,
bvdHpaFNyGGolsCJXfp-2Q,"Pom Poms Teahouse and Sandwicheria, St Pete",265,4.4,,,,,,,,,
oxjwqehuaSp19X0VGjXB0Q,Koizi Endless Hibachi & Sushi Eatery,265,3.026415,,,,,,,,,
#NAME?,The Tap Room At The Hollander,265,4.184906,,,,,,,,,
2Yrf_aECZVHgTBVyw1r2kA,Ginger Thai,265,4.143396,,,,,,,,,
gIIZQRP878_yceemj2bK_A,HI FI Kitchen & Cocktails,265,2.358491,,,,,,,,,
fgtnOag-DaTsZTHPsgnWSQ,Golden House,265,4.309434,,,,,,,,,
MaXfnPQ48w36kTXGc7i09Q,Renown Regional Medical Center,265,2.743396,,,,,,,,,
oinV9xrSkR3b_T8sK1nsqg,Bibi Ji,265,3.732075,,,,,,,,,
K74RHoIbJG_kIi9RsxQQcw,East Bistro - The Mediterranean Eatery,265,4.743396,,,,,,,,,
98WBvrn7wzu_93zc7fRfzQ,Vero Amore - Dove,265,3.773585,,,,,,,,,
UjgqSqa4Biy34pHSEdwj_g,Gino's Sicilian Express,264,4.045455,,,,,,,,,
GVZUe3iXg75_Zp9ZS91y9g,El Fuego,264,3.583333,,,,,,,,,
O0CyCnSFr7cYK78nH2w25Q,Revolution Ice Cream,264,4.371212,,,,,,,,,
V9pSmHb0c-9SSqx5GJbYPg,"OOKA Sushi, Bar, Hibachi Steak house",264,4.094697,,,,,,,,,
sMhdwnrxQd8NWPCxLKqG2A,La Crepe Nanou,264,3.931818,,,,,,,,,
X6_5_b4gVKo83VPn0FyONw,Vivi Bubble Tea,264,3.757576,,,,,,,,,
aDm4JESclYP_L2tY_sqaDA,Pho Long,264,3.568182,,,,,,,,,
fApb6LKfOdy5u7MP0hsHKg,Kyoto,264,3.731061,,,,,,,,,
ny4I5fE9rGSC5toJkQqgEQ,City Tap House,264,4.026515,,,,,,,,,
3NmMVlz6sFsBJsVaPtm12A,Tasty And Delicious,264,4.757576,,,,,,,,,
9_V0SWbQPnZ0mR3kljXqBQ,Sakura Japanese Restaurant,264,3.643939,,,,,,,,,
Lx9r_hXHRU9Cg5zwkOBxmA,La Hacienda Mexican Restaurant,264,4.037879,,,,,,,,,
6kfHd2o8k02B2bZ4_-BHlw,Quincy Street Bistro,264,4.045455,,,,,,,,,
frvkIC6OAwgnQNsxjce_GA,Saint Lawrence Gridiron,264,4.060606,,,,,,,,,
S-pwdOmtIPL2UCjQEvKROg,Fodder & Shine,264,3.613636,,,,,,,,,
lwdX7gcvNJr_XfHL4tRnkQ,Even Stevens Sandwiches,264,4.511364,,,,,,,,,
WdS2zyg6lJNeTLMIvkmWAQ,Kumo Sushi & Asian Bistro,264,4.189394,,,,,,,,,
lsyCjtPSGw-wfG6bn7_Wcg,The Egg & I,264,3.602273,,,,,,,,,
1P_mGUY1PyPq7_ZabrzpBw,Carmine's Steakhouse,264,4.015152,,,,,,,,,
_n539Sga7PCvHQs--a4qkA,Interstate Drafthouse,264,4.155303,,,,,,,,,
7IdIGemGZodDAA_9mJCigA,Farmer Boy,263,4.079848,,,,,,,,,
gkZ6iiEfnO7I2UzOHbkzrA,Ulysses American Gastro Pub,263,3.673004,,,,,,,,,
OOnuozzEfen6PQn7xK3ujA,Back to Cuba,263,4.057034,,,,,,,,,
3Zj9V-Tdg461Qfl2ZPa4Dg,Grumpy's Grill,263,4.007605,,,,,,,,,
QAYu-WTCZYvOxccDvj4S5Q,Lamppost Pizza,263,3.269962,,,,,,,,,
gUyfJlJRxu1fHuZ4dpBheQ,Santa Fe,263,3.532319,,,,,,,,,
ejDrtuWQRGY0a3zjdWO4xg,Tavern on South,263,3.475285,,,,,,,,,
l8yqThofpWGUs6lxOeIdOA,Shish Kebab House of Tucson,263,4.064639,,,,,,,,,
zvGNZF827KyzLupKiG4Xtw,Three Legged Dog,263,3.779468,,,,,,,,,
DyIO3iCiYaREeSh4ypik8A,Koto Steakhouse & Sushi Bar,263,2.942966,,,,,,,,,
I81Ua5IltIBphFKnHmKwlg,Far East Nashville,263,3.794677,,,,,,,,,
qETpOF88MbmtSyOWEDaD_A,Duross & Langel,263,4.745247,,,,,,,,,
qJAWrsvNv74KYAoo6TAj0A,Long’s Bakery,263,4.524715,,,,,,,,,
pSgZ6x48zgkbWucfzswkzg,Nomiya,263,4.243346,,,,,,,,,
KbhKbjG7fVM2vTtO3qbe0w,Chaatable,263,4.121673,,,,,,,,,
6_OAIFxSk3YjNdRJv59Saw,Sofia,263,4.444867,,,,,,,,,
plYw0lBpAIBdwqH8FY1H_A,Casa Molina,263,3.129278,,,,,,,,,
WRSUURl5C9bQd-uoutOVVg,Fat Bottom Brewing,263,3.977186,,,,,,,,,
GczZuKVQtsWLUgchZW9L-A,L.A. Jackson,263,4.163498,,,,,,,,,
OMnPtRGmbY8qH_wIILfYKA,Postino Grant,263,4.532319,,,,,,,,,
lPx8jUBfK1K6u3UgowU5mg,Gendusa's Italian Market,263,4.045627,,,,,,,,,
3nYIq4THGUOgQCAF-mkd7w,Mayas,263,3.764259,,,,,,,,,
bU-N5RsCA9GHrfQlQEt4Gw,Valet Living,263,1.467681,,,,,,,,,
9dp3hVDlQ0VtjPW_7ISoXg,Chuck's Waterfront Grill,263,3.395437,,,,,,,,,
GlYN-RJyL_YwxIqsSDo1ag,Mother Hubbard's Café,263,3.577947,,,,,,,,,
1ig2AJg8A08_XA3pFAMiRQ,Stoney River Steakhouse and Grill,263,4.019011,,,,,,,,,
BVv3JFBNRQW3pX9cTZizkQ,Salvo's Seafood & Deli,263,4.171103,,,,,,,,,
_3NZVCWeyFZ1_vWqi2avjw,Nick's Old Original Roast Beef,263,4.448669,,,,,,,,,
#NAME?,International Plaza and Bay Street,263,4.262357,,,,,,,,,
lJBYrLE3v3d2q5QBIK_S0Q,Rosies Place,263,4.007605,,,,,,,,,
cmdRgN41FdHv5o4426qTWw,Red Lobster,263,3.288973,,,,,,,,,
fU1RsqC7vSp6_Maz9yNCuQ,Cori's DogHouse,263,4.186312,,,,,,,,,
7nLhB3qajGwq4HvOCsGT5A,IL Ritorno,262,4.278626,,,,,,,,,
SVSafDWg9r2Q5XEVOLPSSA,Chinese Duck House,262,3.660305,,,,,,,,,
uzTxvR-vI0eW_6RdeV--MQ,Colossal Cave Mountain Park,262,4.328244,,,,,,,,,
ZQIv6GEyNpSd0kGVU7UJHw,O'Connell's Pub,262,3.790076,,,,,,,,,
Ux4a4nH0Tq1CFvPr7rC05Q,Toyota Of Tampa Bay,262,2.408397,,,,,,,,,
TlVR0GNI6MsJyS0e74OhnA,Canopy Road Cafe - Tampa,262,4.137405,,,,,,,,,
LkGbYvB4f-8n3lb5TvOY6A,Jackalope Brewing Company - The Den,262,4.015267,,,,,,,,,
BvGL0uHI5laa5hKIsnPbNQ,Inn At East Beach,262,3.583969,,,,,,,,,
otJAPyE7thHcLuFCM8Wtvw,Tazza Turkish and Mediterranean Grill,262,4.362595,,,,,,,,,
BibBSNllRh8buBqQ1nanKA,Hutton Hotel,262,4.164122,,,,,,,,,
NvCP0CB69Ys72W5M_n_Yhg,Longboards Beach Fired Pizza,262,4.40458,,,,,,,,,
rncZirFO0DmWEz4mUg2NrQ,Doughboys Donuts,262,4.21374,,,,,,,,,
VSTZS_Rd_R6NFBwjRVPlJA,Dewey's Pizza,262,4.458015,,,,,,,,,
EDIDMgOAz6AhDzCtPqehNg,Fleming’s Prime Steakhouse & Wine Bar,262,3.870229,,,,,,,,,
FlrkiVnHN8K37q9WzJi_ug,Bangkok Thai Restaurant,262,3.89313,,,,,,,,,
z2Sf3r41ItkjB6Xjcd6fGw,Toast,262,4.267176,,,,,,,,,
iQ3DcP5RuQdKrKphx-r0aw,Jumbo & Delicious,262,4.332061,,,,,,,,,
S21Myaj831l5rG4AKEyekA,Dos Tacos,262,3.022901,,,,,,,,,
hOupS2QRNIuMLfcpOqC0oA,Rose Petals Cafe,262,3.881679,,,,,,,,,
8va8lpVU8aiQtnSbyjVScA,Spataro's Cheesesteaks,262,2.69084,,,,,,,,,
geuZssQDB8yblCpFYwoqAw,Trinity Restaurant New Orleans,262,4.133588,,,,,,,,,
S6L5hB5r9_j6UeanowxRvw,Picasso's Coffee House,262,4.370229,,,,,,,,,
dD2p903p8lU0IgXT3OFluA,Edgehill Cafe,262,3.614504,,,,,,,,,
QgVbV1dZG1baYy5WA7-AXQ,Crowne Plaza St. Louis - Downtown,262,1.839695,,,,,,,,,
bf32KWp9yvN-WT8c-QtbzA,Municipal Winemakers,262,4.28626,,,,,,,,,
90aL9Gyqo2fv8wcy7bTvDQ,Teikoku,262,3.80916,,,,,,,,,
D_JgJY5V54i0EYOdTHmWlg,Toast,261,3.08046,,,,,,,,,
xmO9u_t1LspxV5iuF594Tg,Wudon Korean BBQ,261,3.915709,,,,,,,,,
EfXTQPiVBym_2KoG7-XeSw,Banh Mi So 1,261,4.214559,,,,,,,,,
m_P0oMu3PVz5pGBKjYGl_A,Chris' Jazz Cafe,261,3.452107,,,,,,,,,
5ItgryJvadUrKVljjJ8l4g,Que Chula Es Puebla,261,4.034483,,,,,,,,,
EaqASiPkxV9OUkvsAp4ODg,Michael's Deli,261,4.48659,,,,,,,,,
FSvFk1lWR0YBYP_-L_iLTQ,Rue De La Course,261,3.54023,,,,,,,,,
uiHQEL5RQHSbZhSQDnGW4Q,Moontown Brewing Company,261,4.329502,,,,,,,,,
Y989Hsw30AYUMcyNjBz9iQ,Table 3,261,3.463602,,,,,,,,,
Mha77MN_BYGB-w7DONZ5YA,Cuenelli's Peruvian Restaurant,261,4.10728,,,,,,,,,
ZCF-HvfbITnNcaomqT5XRw,Exo Roast Co,261,4.440613,,,,,,,,,
wJcIX3OUTQ0DleS9JJyX9A,Izu Sushi,261,4.348659,,,,,,,,,
hXGIMryL90iWW-gPzYEpUA,Bishop's Meat and Three,261,4.034483,,,,,,,,,
yZypDeLXgqA781nsjEfyKw,Party Nails,261,3.383142,,,,,,,,,
uDDTS9PHVxN8UmvI2VPg1A,Harvest Seasonal Grill - North Wales,261,3.689655,,,,,,,,,
1Fs3_bjPQwvSXZHGGlFE-A,Malvern Buttery,261,4.360153,,,,,,,,,
OLkS4jfozQpUIUq0K6t_IQ,Underdogs,261,3.601533,,,,,,,,,
y_4wb-Kds_cvdTlYeWYMdA,Evolution Tattoo,261,4.51341,,,,,,,,,
p53i8ogh4pADR41GwaPRjg,Castile Restaurant,261,3.655172,,,,,,,,,
mJ_THREGbgGRWshvtQ-AVQ,The ChopHouse,261,3.911877,,,,,,,,,
ET3d_6BRUyyEzzwAMsqpxw,Chocolate Pi,261,4.356322,,,,,,,,,
wXUg9bsJ9b4PS4pie8GVIA,First Watch,261,3.885057,,,,,,,,,
aOVpnuzdFEIp87NpGyNDkA,Itsuki,261,2.915709,,,,,,,,,
4EbwDR58_1Lm54Oru_Dfxw,Cafe Telegraph,261,3.743295,,,,,,,,,
n5WLHgbSdtyTXcwkrzaj9A,Paradise Grille,260,4.169231,,,,,,,,,
y77Rf5aezhj92pi1juN93g,Cielito Lindo Taqueria,260,4.207692,,,,,,,,,
tYAHogxI44JV3U6lyuT58Q,Sa-Wad-Dee Thai Restaurant,260,3.969231,,,,,,,,,
xeRbOKTcZZvk6BI_YQ9Ipw,DoubleTree by Hilton Hotel New Orleans,260,2.780769,,,,,,,,,
wPqKoiOEHi7Y_5z5FwggWQ,McKay's - Nashville,260,4.042308,,,,,,,,,
p7UGlPkE3Gagm9Mq7aHfYg,The Gelateria Coffee Company,260,4.315385,,,,,,,,,
ZgsAlMs5S-TsViLcy9CVhQ,Three Sisters Café,260,3.807692,,,,,,,,,
YV32ObbYe10BXeIydrnuOQ,Canyon Cafe,260,3.507692,,,,,,,,,
LkasU7-347mpSm3erAQHyA,Walnut Street Cafe,260,3.561538,,,,,,,,,
ZpE6yjbohGZqCQ-U9OwZ7g,Firepoint Grill,260,3.088462,,,,,,,,,
ydmJoaK1PMlwLvMnbFXf1w,Amici,260,3.519231,,,,,,,,,
ZHcfV3d7ZW8bmwgKCsz-RA,Pizza Luna,260,4.642308,,,,,,,,,
OuLT0Em6xoWe08SQSdrbKw,The Floridian,260,4.019231,,,,,,,,,
QRotJ0k3qj4ecdqNprStxQ,Tres Amigos Cantina,260,3.084615,,,,,,,,,
k40WgsXxRqe9qSHMv95a3w,The Pub Waterfront Restaurant,260,3.561538,,,,,,,,,
5qmNrtr0iNyhCk6ky3c97w,The Cheesecake Factory - Cool Springs,260,2.792308,,,,,,,,,
eoH4nxBTSu6kf-41pWDwJQ,Nutbelly Pizzeria and Deli,260,3.853846,,,,,,,,,
1I_qcjb-UuAiA7kwT_xPCA,Sheraton Music City Hotel,260,3.069231,,,,,,,,,
KobS8yqBelXH11gaIhZJSg,The Endless Summer Bar Cafe,260,3.446154,,,,,,,,,
VSjoo6kJ9MU4G0cfO_-CRA,D's Island Grill JA,260,4.55,,,,,,,,,
OmJnaVUJH9EVR-TYldv4JA,Matador,260,2.865385,,,,,,,,,
c4T4fWfNdnlyOgBN0a5JFA,First Watch,260,3.911538,,,,,,,,,
2Ugp3An60FEIQM2FN92AsA,Quinoa Peruvian & Mexican Restaurant,260,4.273077,,,,,,,,,
RdDLX9i5pp1nKOecMiGTcQ,Sawasdee Thai Cuisine,260,3.965385,,,,,,,,,
RA5E6BDiAzgSmsxdc1A4tw,W New Orleans - French Quarter,259,3.266409,,,,,,,,,
k1-3XZUKemdtDPeej9KI7A,The Tasting Room,259,4.15444,,,,,,,,,
geEGL5YODdRIoIYfFcxVPA,Bridgid's,259,3.899614,,,,,,,,,
Kw-hgSSByXo4geXacIQGJA,Indianapolis Colts Grille,259,3.274131,,,,,,,,,
U4ALy9epZHEwFl3FnGun6w,Whole Hog Cafe,259,3.822394,,,,,,,,,
CySqUcNz8oPiQTu4EXTnig,Ash & Elm Cider,259,4.459459,,,,,,,,,
b8a3qRSdA_QMtLIICWoctw,El Gato Negro,259,3.733591,,,,,,,,,
ye_Vi7HzzpMaGHRbzZdTSw,Bistro On Bridge,259,3.277992,,,,,,,,,
mskYyOH-xVyBlBn9OLqu4Q,Drip Cafe,259,4.138996,,,,,,,,,
hA03QM1dEu5DLU0TB9rx4g,El Barrio Cantina & Tequila Bar,259,2.918919,,,,,,,,,
aOJDVHCn9iBIC33l_2HTRg,Cafe Dufrain,259,3.621622,,,,,,,,,
EEbKsmWBhkjWEzEFWsnEZA,Le Méridien New Orleans,259,2.787645,,,,,,,,,
PfgCUXFBWtXZ15ss4F4Qqg,Lithia Chrysler Jeep of Reno,259,2.868726,,,,,,,,,
HKPoU2uUrHqo3_9pgEb4XQ,Salty Rim Grill,259,3.471042,,,,,,,,,
Fs3Iys5SNG5AOiQ_keM79g,Nadia's Thai,259,4.104247,,,,,,,,,
2ZSnGlqj8JOWcN2bNf-3SQ,Metropolitan Bakery,259,4.104247,,,,,,,,,
or4yTLBsR0iXUUrDIl6oEg,The Spicy Belly,259,3.799228,,,,,,,,,
jOaJ4PFGhGiM8fhuYcYFRg,Little Sicily 2,259,4.332046,,,,,,,,,
1s8WJM2zbUScgZ-7HlMXuA,Two Girls Pizzeria,259,3.53668,,,,,,,,,
YpJTxfEiXfH3iC9md0zIDg,Cafe Roze,259,4.23166,,,,,,,,,
HI1zbZuujFH9yPBKP1GH6g,Cork & Cow,259,4.266409,,,,,,,,,
SK8mugK0lNcb0okR5pQ8pQ,St Yared Ethiopian Restaurant,259,4.783784,,,,,,,,,
XmlF_2NbH65tDiSd2u2M5A,Gyro Kabob House,259,4.482625,,,,,,,,,
L1TzHZ8OXfVXTfyzidstzg,Snooze An AM Eatery,259,4.258687,,,,,,,,,
TRaNwiGekGWa5xFIZTF9WQ,Vip City Tours,259,4.436293,,,,,,,,,
o_N7HiU3f6cVvrJAFrE43A,KC Carpet and Upholstery Cleaners,258,4.899225,,,,,,,,,
bmJgvpuf2GBXd62ELK0Q2w,Luigi’s Pizza Fresca,258,3.775194,,,,,,,,,
4D1bpaK80jcfniPSo4WsGw,Glory Days Grill,258,3.546512,,,,,,,,,
VblfPP6EwV70ldrztBHA1A,Detroit Coney Island,258,4.368217,,,,,,,,,
-8NGFqFrlOmWawr827tZNg,Adobo Grill,258,3.651163,,,,,,,,,
qtg5d6UmDVFeUw5ZKVBl4Q,Coffee House Too,258,4.414729,,,,,,,,,
riDBd3fB1ZB9Nm5ybaxswA,Belle's Diner Nola,258,4.209302,,,,,,,,,
HW5LkI9qeqVDwHqhd00_8A,The Happy Rooster,258,3.341085,,,,,,,,,
jOUSxBXomtgJQbrapKU3SA,Amigos Cantina,258,3.484496,,,,,,,,,
_RwlMTw9uFeOkfX9Ctf1HA,Dinardo's Famous Crabs,258,2.562016,,,,,,,,,
xQblY1vBHV8Fp3Xdi3rDcw,Pho & Cafe Viet Huong,258,3.624031,,,,,,,,,
ZCj5o6j6_0JjGOe04WoLsg,Banh Mi and Bottles,258,4.22093,,,,,,,,,
XrIFOZ_eY1KTsg6lYRTg4w,The Eagle's Nest,258,3.631783,,,,,,,,,
oqHGxhZfKE3n0h2ICtoqpQ,Tucker's Place,258,3.492248,,,,,,,,,
ziyXteCmNmRprs10buP2iQ,Kilimandjaro Restaurant,258,4.158915,,,,,,,,,
gRP2B9uMhpoOr7oCWQ-qwg,Lana Nails & Spa,258,4.302326,,,,,,,,,
SbdL-8NSmTWgSwdGZBa7WQ,Fresco Pizzeria,258,4.073643,,,,,,,,,
A0F-h3xJm_6gHDKcDQwSrQ,Capogiro Gelato,258,3.976744,,,,,,,,,
MNr9QfQAl4fx-4-h85jgFg,Rush Order Tees,258,3.333333,,,,,,,,,
Js3m_GdqNUGnEgXJ8WMtfQ,Hana Kitchen,258,3.135659,,,,,,,,,
A9bqf3aoiQXX9WBswewivg,Rotisseur,258,3.763566,,,,,,,,,
HI6KEZt6T4Hk-HHUmcX3zg,Fuzzy's Taco Shop,258,3.023256,,,,,,,,,
PxEiXqMAzzvp8GFlb5EoLg,Grain Exchange,258,3.523256,,,,,,,,,
cp5fYxa66L0tkNGkzQheKg,Cori's DogHouse,258,4.352713,,,,,,,,,
2aZNVfzU-3672SjRHnPoOA,Clementine's Naughty and Nice Creamery,258,4.585271,,,,,,,,,
s3ZR7G5l-YN5fqms8vRSRw,First Watch,258,4.189922,,,,,,,,,
7AQ-UCLkyamF2Wg41wsw_g,Asiago's,258,3.5,,,,,,,,,
9sOHuGGwb8uRVu7pANSWfg,South Street Philly Bagels,257,3.782101,,,,,,,,,
fBOoOWHRWPXIrMvVVkZqMg,Cake,257,3.774319,,,,,,,,,
vOzo4wlUNty2NQuylDrqKA,The British Chip Shop,257,3.688716,,,,,,,,,
A263bVzMdU_-TIMhewOrjQ,Domingo's Cafe,257,4.171206,,,,,,,,,
Y9fhmJvqKpoLuThAiLC12A,El Molinito,257,2.898833,,,,,,,,,
Jpp41f0uoOMTnQQSAfKDkg,Frida's,257,4.077821,,,,,,,,,
ihYtslFvge9B9KK1S_E8rw,Square 1 Burgers,257,3.894942,,,,,,,,,
Z5OeDuyiPwmt7P89DOjYsw,Sun King - Carmel,257,4.124514,,,,,,,,,
wPQWqLxY6t3-yRBNPPAmkQ,Shallos Antique Restaurant & Brewhouse,257,3.875486,,,,,,,,,
mcyhSRV0kcO57QP7al2HGA,Bistro SouthEast,257,4.486381,,,,,,,,,
GCCWrGIxEYXaeq1orbKbtA,Cheddar's Scratch Kitchen,257,3.178988,,,,,,,,,
8KBDQlSdjJ-NoLbpPvkOrw,La Peg,257,3.571984,,,,,,,,,
VhUrcAhNu0vgdsjaOfN_Wg,Boogie Burger,257,3.898833,,,,,,,,,
peeXG1Ra-DClPQv14jvKvg,Square on Square,257,3.513619,,,,,,,,,
NnlXgLZ93KPj1wYSiqjyIg,Pete & Shorty's Tavern,257,3.754864,,,,,,,,,
MbF4rS7fDXmqxKP2Hj0Pug,Simply Thai,257,4.447471,,,,,,,,,
z-G-WVOJoY8QVNfATkMxGw,Grimaldi's Pizzeria,257,3.412451,,,,,,,,,
Zy5IZ-3C8s4iHw55LPkKVQ,Al Zaytouna,257,4.007782,,,,,,,,,
9ggTidLF9LPNdyWdCGtrYg,Gooey Looie's,257,4.299611,,,,,,,,,
x4o0RXGhFhGRs5oE74q83A,86 West,257,3.361868,,,,,,,,,
R1WdznjbaFJ25eaAjvjExA,Dauphine Orleans Hotel,257,3.844358,,,,,,,,,
JykoUULAfF60rAp3gjlvVw,Mariscos Chihuahua,257,4.338521,,,,,,,,,
Biidj3QszVuVO0Q85g5NPw,Fu-Wah Mini Market,257,4.463035,,,,,,,,,
AV0oofqbYjWYXPQzxNDj2w,Miller's Ale House,257,3.081712,,,,,,,,,
zxuVnNVAUm16Sro0dS_lmg,Roundabout Grill,257,4.116732,,,,,,,,,
r_mSoVE4Foil8iZNmo8ZyQ,Hertz Rent A Car,257,2.085603,,,,,,,,,
RGVyb36fh2M2BTTUYxURLg,The Blind Onion Pizza & Pub,257,3.856031,,,,,,,,,
srPwdMyFdHxvRkG9P_sRDA,Booty's Street Food,257,3.533074,,,,,,,,,
5PLTCfyndcWM44-yQH-YRg,Wilko,256,3.3125,,,,,,,,,
WxW50gAkatN0OtCPZD664Q,Love Food Central,256,4.726563,,,,,,,,,
GD_B761feELJb-qo5rWnQg,Zpizza - Oro Valley,256,3.988281,,,,,,,,,
f36jIMUlIJkyO9GYeKVnYg,Maggie's Breakfast & Lunch,256,4.570313,,,,,,,,,
xkS_mRHVHuX0ko6kVIyBdA,Masala Spice Indian Cuisine,256,4.027344,,,,,,,,,
pnZQOGEV-Ru6vHIYaUuQBw,Miss Saigon,256,3.898438,,,,,,,,,
3aCIpZgIeDwB1uQBAaPbKQ,French Truck Coffee,256,4.265625,,,,,,,,,
TAUGnIQDR9-m23DWLZ0dow,Sushi Garden,256,2.648438,,,,,,,,,
6iqDIQCE8sq7Xq1xvhG1Tg,M3 Restaurant,256,4.21875,,,,,,,,,
0X5TTmfBPPY98Ra2CcSw0Q,Mike's BBQ,256,4.65625,,,,,,,,,
k2YJkdLg25xlYjshpeEtkQ,Volo Coffeehouse,256,4.308594,,,,,,,,,
Y-woMivHkCk4W3tTl1ktTA,House,256,4.054688,,,,,,,,,
pNu5bd9aL3jcJClfdQ86MQ,Momo's Ouzaria Taverna,256,3.464844,,,,,,,,,
rNXPdkf5NfBgP8CBK16Okg,PJ's Oyster Bar,256,3.519531,,,,,,,,,
9EoNx6yHsmiCe43XscJzDA,Fresh Kitchen,256,4.34375,,,,,,,,,
8NBb4aIeQvDh3OWRiIXYIA,Trident Grill II,256,3.816406,,,,,,,,,
H1G3cuYge5h_EgrisE-QaQ,Red Robin Gourmet Burgers and Brews,256,3.066406,,,,,,,,,
12GUv17IX7dJbuzeBxBCyg,J J's Pie,256,3.945313,,,,,,,,,
ut6fi2W2YaipNOqvi7e0jw,Upland Carmel Tap House,256,3.808594,,,,,,,,,
Bm-NlFiZWMCwmmz9B_rlCA,Santa Barbara Wine Therapy,256,4.136719,,,,,,,,,
CkYoNqqNAfRxatyylgN15A,Barlines,256,3.5625,,,,,,,,,
SsRsSSifdOtKAQDGST_m_g,Three Carrots Fountain Square,256,4.359375,,,,,,,,,
tyt3pz0x3ZB8GXsSx1a9Aw,Roy,256,3.90625,,,,,,,,,
vXhrovlPWEnPKCbZMcsZDA,Honey Bakery,256,4.363281,,,,,,,,,
